id,@id,electrified,frequency,gauge,operator,railway,railway:block,tracks,usage,voltage,@timestamp,@version,@changeset,@user,@uid,bridge,layer,maxspeed,name,tunnel,year_of_construction,passenger_lines,railway:track_ref,service,railway:traffic_mode,covered,railway:ref,description,ele,light_rail,local_ref,network,public_transport,train,uic_name,uic_ref,ref,old_name,crossing:barrier,crossing:light,crossing:bell,supervised,railway:signal:main:form,crossing,horse,start_date
way/327939680,way/327939680,contact_line,"0","1000",AVA,narrow_gauge,"309","1",branch,"750",2021/04/25 13:25:12,"4","103574310",sovereign_ch,"5755216",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way/327939681,way/327939681,contact_line,"0","1000",AVA,narrow_gauge,"309","1",branch,"750",2019/07/09 17:05:41,"3","72064035",sovereign_ch,"5755216",,,,,,,,"1",,,,,,,,,,,,,,,,,,,,,,,
way/327939960,way/327939960,contact_line,"0","1000",AVA,narrow_gauge,"307","1",branch,"750",2019/07/09 17:05:41,"4","72064035",sovereign_ch,"5755216",,,,,,,,"1",,,,,,,,,,,,,,,,,,,,,,,
way/327939965,way/327939965,contact_line,"0","1000",AVA,narrow_gauge,"307","1",branch,"750",2019/07/09 17:05:41,"3","72064035",sovereign_ch,"5755216",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way/327940664,way/327940664,contact_line,"0","1000",AVA,narrow_gauge,,"1",branch,"750",2019/07/09 17:05:41,"4","72064035",sovereign_ch,"5755216",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way/327940666,way/327940666,contact_line,"0","1000",AVA,narrow_gauge,,"1",branch,"750",2019/07/09 17:05:41,"4","72064035",sovereign_ch,"5755216",,,,,,,,"2",,,,,,,,,,,,,,,,,,,,,,,
way/327940691,way/327940691,contact_line,"0","1000",AVA,narrow_gauge,,"1",branch,"750",2019/07/09 17:05:41,"4","72064035",sovereign_ch,"5755216",,,,,,,,"1",,,,,,,,,,,,,,,,,,,,,,,
way/327940692,way/327940692,contact_line,"0","1000",AVA,narrow_gauge,,"1",branch,"750",2019/07/09 17:05:41,"4","72064035",sovereign_ch,"5755216",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way/327942664,way/327942664,contact_line,"0","1000",AVA,narrow_gauge,"104",,branch,"750",2019/07/09 17:05:41,"7","72064035",sovereign_ch,"5755216",,,"70",,,,,"1",,,,,,,,,,,,,,,,,,,,,,,
way/327942665,way/327942665,contact_line,"0","1000",AVA,narrow_gauge,"104","1",branch,"750",2019/07/09 17:05:41,"7","72064035",sovereign_ch,"5755216",,,"70",,,,,,,,,,,,,,,,,,,,,,,,,,,,
way/327942937,way/327942937,contact_line,"0","1000",AVA,narrow_gauge,"110","1",branch,"750",2019/07/09 17:05:41,"4","72064035",sovereign_ch,"5755216",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way/327942938,way/327942938,contact_line,"0","1000",AVA,narrow_gauge,"110","1",branch,"750",2019/07/09 17:05:41,"6","72064035",sovereign_ch,"5755216",,,"55",,,,,,,,,,,,,,,,,,,,,,,,,,,,
