id,@id,electrified,frequency,gauge,operator,railway,railway:block,tracks,usage,voltage,@timestamp,@version,@changeset,@user,@uid,bridge,layer,maxspeed,name,tunnel,year_of_construction,passenger_lines,railway:track_ref,service,railway:traffic_mode,covered,railway:ref,description,ele,light_rail,local_ref,network,public_transport,train,uic_name,uic_ref,ref,old_name,crossing:barrier,crossing:light,crossing:bell,supervised,railway:signal:main:form,crossing,horse,start_date
way/327945090,way/327945090,contact_line,"0","1000",AVA,narrow_gauge,"111","1",branch,"750",2019/07/09 17:05:41,"4","72064035",sovereign_ch,"5755216",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way/327947145,way/327947145,contact_line,"0","1000",AVA,narrow_gauge,"112","1",branch,"750",2019/07/09 17:05:41,"6","72064035",sovereign_ch,"5755216",,,"35",,,,,,,,,,,,,,,,,,,,,,,,,,,,
way/327947368,way/327947368,contact_line,"0","1000",AVA,narrow_gauge,"112","1",branch,"750",2019/07/09 17:05:41,"7","72064035",sovereign_ch,"5755216",,,"35",,,,,"1",,,,,,,,,,,,,,,,,,,,,,,
way/327947521,way/327947521,contact_line,"0","1000",AVA,narrow_gauge,"112",,branch,"750",2019/07/09 17:05:41,"9","72064035",sovereign_ch,"5755216",,,"35",,,,,"1",,,,,,,,,,,,,,,,,,,,,,,
way/327947522,way/327947522,contact_line,"0","1000",AVA,narrow_gauge,"112","1",branch,"750",2019/07/09 17:05:41,"7","72064035",sovereign_ch,"5755216",,,"55",,,,,"1",,,,,,,,,,,,,,,,,,,,,,,
way/327952377,way/327952377,contact_line,"0","1000",AVA,narrow_gauge,,,branch,"750",2019/07/09 17:05:41,"6","72064035",sovereign_ch,"5755216",,,,,,,,"1",,,,,,,,,,,,,,,,,,,,,,,
way/327952378,way/327952378,contact_line,"0","1000",AVA,narrow_gauge,,,,"750",2019/07/09 17:05:41,"6","72064035",sovereign_ch,"5755216",,,,,,,,"2",siding,,,,,,,,,,,,,,,,,,,,,,
way/328908315,way/328908315,contact_line,"0","1000",AVA,narrow_gauge,,,,"750",2019/07/09 17:05:41,"7","72064035",sovereign_ch,"5755216",,,,,,,,"2",siding,,,,,,,,,,,,,,,,,,,,,,
way/328908478,way/328908478,contact_line,"0","1000",AVA,narrow_gauge,"118","1",branch,"750",2019/07/09 17:05:41,"6","72064035",sovereign_ch,"5755216",,,"65",,,,,,,,,,,,,,,,,,,,,,,,,,,,
way/328908479,way/328908479,,,"1000",AAR,narrow_gauge,,"1",,,2015/10/12 14:13:02,"2","34591306",KeinePanik,"1122916",,,,,,,,,siding,,,,,,,,,,,,,,,,,,,,,,
way/328908559,way/328908559,contact_line,"0","1000",AVA,narrow_gauge,,"1",branch,"750",2019/07/09 17:05:41,"8","72064035",sovereign_ch,"5755216",,,,,,,,"2",,,,,,,,,,,,,,,,,,,,,,,
way/328908560,way/328908560,contact_line,"0","1000",AVA,narrow_gauge,,"1",branch,"750",2019/07/09 17:05:41,"6","72064035",sovereign_ch,"5755216",,,"65",,,,,ref,,,,,,,,,,,,,,,,,,,,,,,
way/328908561,way/328908561,contact_line,"0","1000",AVA,narrow_gauge,,"1",branch,"750",2019/07/09 17:05:41,"6","72064035",sovereign_ch,"5755216",,,,,,,,"1",,,,,,,,,,,,,,,,,,,,,,,
way/328908562,way/328908562,contact_line,"0","1000",AVA,narrow_gauge,,,branch,"750",2019/07/09 17:05:41,"6","72064035",sovereign_ch,"5755216",,,,,,,,"2",,,,,,,,,,,,,,,,,,,,,,,
way/328909324,way/328909324,contact_line,"0","1000",AVA,narrow_gauge,"119",,branch,"750",2019/07/09 17:05:41,"7","72064035",sovereign_ch,"5755216",,,,,,,,"1",,,,,,,,,,,,,,,,,,,,,,,
way/328909325,way/328909325,contact_line,"0","1000",AVA,narrow_gauge,"119","1",branch,"750",2019/07/09 17:05:41,"6","72064035",sovereign_ch,"5755216",,,"80",,,,,,,,,,,,,,,,,,,,,,,,,,,,
way/328909455,way/328909455,contact_line,"0","1000",AAR,narrow_gauge,,,,"750",2018/09/03 12:49:19,"6","62246821",SWF8,"3524812",,,,,,,,"3",siding,,,,,,,,,,,,,,,,,,,,,,
way/328909488,way/328909488,contact_line,"0","1000",AVA,narrow_gauge,,,branch,"750",2019/07/09 17:05:41,"7","72064035",sovereign_ch,"5755216",,,,,,,,"1",,,,ME,,,,,,,,,,,,,,,,,,,
way/328910082,way/328910082,contact_line,"0","1000",AVA,narrow_gauge,,,branch,"750",2019/07/09 17:05:41,"6","72064035",sovereign_ch,"5755216",,,,,,,,"1",,,,ME,,,,,,,,,,,,,,,,,,,
way/328912496,way/328912496,contact_line,"0","1000",AVA,narrow_gauge,,,branch,"750",2019/07/09 17:05:41,"8","72064035",sovereign_ch,"5755216",,,,,,,,"1",,,,,,,,,,,,,,,,,,,,,,,
way/328912497,way/328912497,contact_line,"0","1000",AVA,narrow_gauge,"12","1",branch,"750",2019/07/09 17:05:41,"8","72064035",sovereign_ch,"5755216",,,"65",,,,,,,,,ME,,,,,,,,,,,,,,,,,,,
way/328912569,way/328912569,contact_line,"0","1000",AAR,narrow_gauge,,"1",,"750",2019/04/14 12:54:31,"3","69201543",Jonathan Masur,"2965963",,,,,,,,,siding,,,,,,,,,,,,,,,,,,,,,,
way/328912571,way/328912571,contact_line,"0","1000",AVA,narrow_gauge,,"1",,"750",2019/07/09 17:05:41,"5","72064035",sovereign_ch,"5755216",,,,,,,,,siding,,,ME,,,,,,,,,,,,,,,,,,,
way/328912649,way/328912649,contact_line,"0","1000",AAR,narrow_gauge,,"1",branch,"750",2019/04/14 12:54:32,"4","69201543",Jonathan Masur,"2965963",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way/328912650,way/328912650,contact_line,"0","1000",AVA,narrow_gauge,"120","1",branch,"750",2019/07/09 17:05:41,"7","72064035",sovereign_ch,"5755216",,,"80",,,,,,,,,ME,,,,,,,,,,,,,,,,,,,
way/328912746,way/328912746,contact_line,"0","1000",AAR,narrow_gauge,,"1",,"750",2019/04/14 12:54:32,"3","69201543",Jonathan Masur,"2965963",,,,,,,,,siding,,,,,,,,,,,,,,,,,,,,,,
way/328913094,way/328913094,contact_line,"0","1000",AVA,narrow_gauge,,,,"750",2019/07/09 17:05:41,"10","72064035",sovereign_ch,"5755216",,,,,,,,"1",,,yes,,,,,,,,,,,,,,,,,,,,
way/328913095,way/328913095,contact_line,"0","1000",AVA,narrow_gauge,,"1",,"750",2019/07/09 17:05:41,"9","72064035",sovereign_ch,"5755216",,,,,,,,"2",siding,,yes,ME,,,,,,,,,,,,,,,,,,,
way/328918625,way/328918625,contact_line,"0","1000",AAR,narrow_gauge,,"1",,"750",2019/04/14 12:54:32,"3","69201543",Jonathan Masur,"2965963",,,,,,,,,siding,,,,,,,,,,,,,,,,,,,,,,
way/328918626,way/328918626,contact_line,"0","1000",AVA,narrow_gauge,,,,"750",2019/07/09 17:05:41,"7","72064035",sovereign_ch,"5755216",,,,,,,,"1",,,yes,,,,,,,,,,,,,,,,,,,,
way/328918627,way/328918627,contact_line,"0","1000",AAR,narrow_gauge,,"1",,"750",2019/04/14 12:54:33,"3","69201543",Jonathan Masur,"2965963",,,,,,,,,siding,,,,,,,,,,,,,,,,,,,,,,
way/328918628,way/328918628,contact_line,"0","1000",AVA,narrow_gauge,,"1",,"750",2019/07/09 17:05:41,"8","72064035",sovereign_ch,"5755216",,,,,,,,,siding,,,ME,,,,,,,,,,,,,,,,,,,
way/328918629,way/328918629,contact_line,"0","1000",AVA,narrow_gauge,,"1",,"750",2019/07/09 17:05:41,"8","72064035",sovereign_ch,"5755216",,,,,,,,"2",siding,,yes,ME,,,,,,,,,,,,,,,,,,,
way/374957342,way/374957342,contact_line,"0","1000",AVA,narrow_gauge,"2","1",branch,"750",2019/07/09 17:05:41,"4","72064035",sovereign_ch,"5755216",,,"45",,,,,"2",,,,,,,,,,,,,,,,,,,,,,,
way/377874256,way/377874256,,,,AAR,narrow_gauge,,"1",,,2019/04/14 12:54:38,"2","69201543",Jonathan Masur,"2965963",,,,,,,,,yard,,,,,,,,,,,,,,,,,,,,,,
way/381056765,way/381056765,contact_line,"0","1000",AVA,narrow_gauge,"109",,branch,"750",2019/07/09 17:05:41,"5","72064035",sovereign_ch,"5755216",yes,"1","65",,,,,"1",,,,,,,,,,,,,,,,,,,,,,,
way/381056771,way/381056771,contact_line,"0","1000",AVA,narrow_gauge,"109",,branch,"750",2019/07/09 17:05:41,"5","72064035",sovereign_ch,"5755216",,,"65",,,,,"1",,,,,,,,,,,,,,,,,,,,,,,
way/382660861,way/382660861,contact_line,"0","1000",AVA,narrow_gauge,,"1",branch,"750",2019/07/09 17:05:41,"4","72064035",sovereign_ch,"5755216",,,,,,,,"2",,,,,,,,,,,,,,,,,,,,,,,
way/382660862,way/382660862,contact_line,"0","1000",AVA,narrow_gauge,,"1",branch,"750",2019/07/09 17:05:41,"3","72064035",sovereign_ch,"5755216",,,,,,,,"1",,,,,,,,,,,,,,,,,,,,,,,
way/382661426,way/382661426,contact_line,"0","1000",AVA,narrow_gauge,"119",,branch,"750",2019/07/09 17:05:41,"4","72064035",sovereign_ch,"5755216",,,,,,,,"1",,,,,,,,,,,,,,,,,,,,,,,
way/382664085,way/382664085,contact_line,"0","1000",AVA,narrow_gauge,"112","1",branch,"750",2019/07/09 17:05:41,"5","72064035",sovereign_ch,"5755216",,,"35",,,,,"1",,,,,,,,,,,,,,,,,,,,,,,
way/537978916,way/537978916,contact_line,"0","1000",AVA,narrow_gauge,"110","1",branch,"750",2019/07/09 17:05:41,"3","72064035",sovereign_ch,"5755216",,,"75",,,,,,,,,,,,,,,,,,,,,,,,,,,,
way/537978917,way/537978917,contact_line,"0","1000",AVA,narrow_gauge,"112",,branch,"750",2019/07/09 17:05:41,"4","72064035",sovereign_ch,"5755216",,,"55",,,,,"1",,,,,,,,,,,,,,,,,,,,,,,
way/537978918,way/537978918,contact_line,"0","1000",AVA,narrow_gauge,"113","1",branch,"750",2021/06/06 19:05:08,"4","105929570",hecktor,"465052",,,"80",,,,,,,,,,,,,,,,,,,,,,,,,,,,
way/537978919,way/537978919,contact_line,"0","1000",AVA,narrow_gauge,2b,"1",branch,"750",2019/07/09 17:05:41,"3","72064035",sovereign_ch,"5755216",,,"80",,,,,,,,,,,,,,,,,,,,,,,,,,,,
way/537978920,way/537978920,contact_line,"0","1000",AVA,narrow_gauge,1b,,branch,"750",2019/07/09 17:05:41,"4","72064035",sovereign_ch,"5755216",,,"80",,,,,"1",,,,,,,,,,,,,,,,,,,,,,,
way/537982381,way/537982381,contact_line,"0","1000",AVA,narrow_gauge,"72","1",branch,"750",2019/07/09 17:05:41,"3","72064035",sovereign_ch,"5755216",,,"80",,,,,,,,,,,,,,,,,,,,,,,,,,,,
way/537982382,way/537982382,contact_line,"0","1000",AVA,narrow_gauge,"71","1",branch,"750",2019/07/09 17:05:41,"3","72064035",sovereign_ch,"5755216",,,"80",,,,,,,,,,,,,,,,,,,,,,,,,,,,
way/537996948,way/537996948,contact_line,"0","1000",AVA,narrow_gauge,"120","1",branch,"750",2019/07/09 17:05:41,"3","72064035",sovereign_ch,"5755216",,,"65",,,,,,,,,ME,,,,,,,,,,,,,,,,,,,
way/538028205,way/538028205,contact_line,"0","1000",AVA,narrow_gauge,"104","1",branch,"750",2019/07/09 17:05:41,"3","72064035",sovereign_ch,"5755216",yes,"1","70",,,,,,,,,,,,,,,,,,,,,,,,,,,,
way/538028209,way/538028209,contact_line,"0","1000",AVA,narrow_gauge,"104","1",branch,"750",2019/07/09 17:05:41,"3","72064035",sovereign_ch,"5755216",,,"70",,,,,,,,,,,,,,,,,,,,,,,,,,,,
way/538082129,way/538082129,contact_line,"0","1000",AAR,narrow_gauge,,,,"750",2019/04/14 12:54:56,"3","69201543",Jonathan Masur,"2965963",,,,,,,,"1",siding,,,,,,,,,,,,,,,,,,,,,,
way/538162281,way/538162281,contact_line,"0","1000",AVA,narrow_gauge,,,branch,"750",2019/07/09 17:05:42,"4","72064035",sovereign_ch,"5755216",,,,,,,,"1",,,yes,,,,,,,,,,,,,,,,,,,,
way/545483286,way/545483286,contact_line,"0","1000",AAR,narrow_gauge,"53",,,"750",2019/04/14 12:54:56,"2","69201543",Jonathan Masur,"2965963",,,"5",,,,,,yard,,yes,,,,,,,,,,,,,,,,,,,,
way/545483289,way/545483289,contact_line,"0","1000",AAR,narrow_gauge,"52",,,"750",2019/04/14 12:54:56,"2","69201543",Jonathan Masur,"2965963",,,"5",,,,,,yard,,yes,,,,,,,,,,,,,,,,,,,,
way/545483291,way/545483291,contact_line,"0","1000",AAR,narrow_gauge,"51",,,"750",2019/04/14 12:54:57,"2","69201543",Jonathan Masur,"2965963",,,"5",,,,,,yard,,yes,,,,,,,,,,,,,,,,,,,,
way/702857428,way/702857428,contact_line,"0","1000",AVA,narrow_gauge,W4,"1",branch,"750",2019/07/09 17:05:31,"1","72064035",sovereign_ch,"5755216",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way/702857429,way/702857429,contact_line,"0","1000",AVA,narrow_gauge,W1,"1",branch,"750",2019/07/09 17:05:31,"1","72064035",sovereign_ch,"5755216",,,"65",,,,,,,,,,,,,,,,,,,,,,,,,,,,
way/702857430,way/702857430,contact_line,"0","1000",AVA,narrow_gauge,,"1",branch,"750",2019/07/09 17:05:31,"1","72064035",sovereign_ch,"5755216",,,"40",,,,,,,,,,,,,,,,,,,,,,,,,,,,
way/702857431,way/702857431,contact_line,"0","1000",AVA,narrow_gauge,,"1",branch,"750",2019/07/09 17:05:31,"1","72064035",sovereign_ch,"5755216",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way/702857432,way/702857432,contact_line,"0","1000",AVA,narrow_gauge,W3,"1",branch,"750",2019/07/09 17:05:31,"1","72064035",sovereign_ch,"5755216",,,"45",,,,,,,,,,,,,,,,,,,,,,,,,,,,
way/702857433,way/702857433,contact_line,"0","1000",AVA,narrow_gauge,W147,"1",branch,"750",2019/07/09 17:05:31,"1","72064035",sovereign_ch,"5755216",,,"80",,,,,,,,,,,,,,,,,,,,,,,,,,,,
way/702857434,way/702857434,contact_line,"0","1000",AVA,narrow_gauge,,"1",branch,"750",2019/07/09 17:05:31,"1","72064035",sovereign_ch,"5755216",,,"80",,,,,,,,,,,,,,,,,,,,,,,,,,,,
way/702857435,way/702857435,contact_line,"0","1000",AVA,narrow_gauge,W2_B,"1",branch,"750",2019/07/09 17:05:31,"1","72064035",sovereign_ch,"5755216",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way/702857436,way/702857436,contact_line,"0","1000",AVA,narrow_gauge,W1_B,"1",branch,"750",2019/07/09 17:05:31,"1","72064035",sovereign_ch,"5755216",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way/702857437,way/702857437,contact_line,"0","1000",AVA,narrow_gauge,,"1",,"750",2019/07/09 17:05:31,"1","72064035",sovereign_ch,"5755216",,,,,,,,"1",yard,,,,,,,,,,,,,,,,,,,,,,
way/702857438,way/702857438,contact_line,"0","1000",AVA-wsb,narrow_gauge,,"1",,"750",2021/04/25 13:25:12,"3","103574310",sovereign_ch,"5755216",,,,,,,,,yard,,,,,,,,,,,,,,,,,,,,,,
way/771125878,way/771125878,contact_line,"0","1000",AVA-wsb,narrow_gauge,,"1",,"750",2021/04/25 13:25:12,"2","103574310",sovereign_ch,"5755216",,,,,,,,,yard,,,,,,,,,,,,,,,,,,,,,,
way/771125879,way/771125879,contact_line,"0","1000",AVA-wsb,narrow_gauge,,"1",,"750",2021/04/25 13:25:12,"2","103574310",sovereign_ch,"5755216",,,,,,,,"1",yard,,yes,,,,,,,,,,,,,,,,,,,,
way/771125880,way/771125880,contact_line,"0","1000",AVA-wsb,narrow_gauge,,"1",,"750",2021/04/25 13:25:12,"2","103574310",sovereign_ch,"5755216",,,,,,,,,yard,,yes,,,,,,,,,,,,,,,,,,,,
way/771125883,way/771125883,contact_line,"0","1000",AVA-wsb,narrow_gauge,,"1",,"750",2021/04/25 13:25:12,"2","103574310",sovereign_ch,"5755216",,,,,,,,,yard,,yes,,,,,,,,,,,,,,,,,,,,
way/771125884,way/771125884,contact_line,"0","1000",AVA-wsb,narrow_gauge,,"1",,"750",2021/04/25 13:25:12,"2","103574310",sovereign_ch,"5755216",,,,,,,,,yard,,yes,,,,,,,,,,,,,,,,,,,,
way/771125885,way/771125885,contact_line,"0","1000",AVA-wsb,narrow_gauge,,"1",,"750",2021/04/25 13:25:12,"2","103574310",sovereign_ch,"5755216",,,,,,,,,yard,,,,,,,,,,,,,,,,,,,,,,
way/771125886,way/771125886,contact_line,,"1000",AVA-wsb,narrow_gauge,,,,,2021/04/25 13:25:12,"2","103574310",sovereign_ch,"5755216",,,,,,,,,yard,,,,,,,,,,,,,,,,,,,,,,
way/771125887,way/771125887,contact_line,"0","1000",AVA-wsb,narrow_gauge,,,,"750",2021/04/25 13:25:12,"2","103574310",sovereign_ch,"5755216",,,,,,,,,yard,,yes,,,,,,,,,,,,,,,,,,,,
way/806951639,way/806951639,contact_line,"0","1000",AVA,narrow_gauge,"12",,branch,"750",2020/05/21 20:18:46,"1","85572341",bresomch,"456781",,,"25",,,,,"12",,,,,,,,,,,,,,,,,,,,,,,
way/806951640,way/806951640,contact_line,"0","1000",AVA,narrow_gauge,"12",,branch,"750",2020/05/21 20:18:46,"1","85572341",bresomch,"456781",yes,"1","25",,,,,"12",,,,,Behelfsbrücke für die Baustelle,,,,,,,,,,,,,,,,,,
way/886676714,way/886676714,contact_line,"0","1000",AVA,narrow_gauge,W1,"1",branch,"750",2020/12/20 14:10:19,"1","96140841",sovereign_ch,"5755216",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way/934992468,way/934992468,,,"1000",AVA-wsb,narrow_gauge,,"1",,,2021/04/25 13:25:12,"1","103574310",sovereign_ch,"5755216",,,,,,,,,yard,,,,,,,,,,,,,,,,,,,,,,
